intent,hindi
wait,ढूंढने का समय दो
wait,ऑर्डर आईडी ढूंढ रहे हैं थोड़ा रुको क्या
wait,हां वेट
wait,रुको दूसरे नंबर से कस्टमर को कॉल कर रहे हैं
wait,रुको कस्टमर से पूछ कर बताते हैं
wait,आईडी ध्यान नहीं है थोड़ा देखना पड़ेगा 1 मिनट वेट करो
wait,कस्टमर को कॉल नहीं लग रहा है रुको एक बार देखते हैं
wait,अभी कॉल करते हैं कस्टमर को रुको
wait,आई नीड फाइव मिनट्स
wait,5 मिनट होल्ड
wait,लेट मी चेक एल बी बैक
wait,प्लीज होल्ड
wait,प्लीज वेट
wait,प्लीज स्टे देयर आई एम चेकिंग
wait,आई एम चेकिंग थोड़ा रुको
wait,ऐसे कैसे बता दे 2 मिनट तो दो
wait,हाथ में थोड़ी लिखा हुआ है थोड़ा टाइम दो
wait,आईडी भूल गया देखने दो 1 मिनट रुको
wait,स्टॉप फॉर 1 मिनट प्लीज
wait,प्लीज शट अप
wait,ठीक है रुको देख रहे हैं
wait,कुछ मिनट दो वापस देख कर बताता हूं
wait,कहीं जाना मत आ रहे हैं
wait,ऑल राइट होल्ड ऑन लेट मी चेक
wait,ठीक है बताता हूं 1 मिनट
wait,मैं करती हूं देर से बात कर रहे हैं उन्होंने आपके कॉल को होल्ड पर रखा है कृपया लाइन पर बनी रहे
wait,हाँ एक सेकंड हम एक ऑर्डर नंबर दे रहा है आपको एक सेकंड
wait,1 मिनट रुको बताता हूं
repeat,फिर से बताइये
repeat,मैं समझ नहीं पाया फिर से बता दीजिये
repeat,फिर से बोलो
repeat,एक बार फिर बताइए समझ नहीं पाए
repeat,पल्ले नहीं पड़ा कुछ भी फिर से बोलो
repeat,नहीं समझ पा रहे फिर से बताइये
repeat,क्या कह रहे आप? एक बार और बोलिए
repeat,सुन नहीं पाये फिर से बोलना
repeat,क्या बोल गए?  समझ नहीं आया फिर से बताइये
repeat,दोबारा बताओ समझ नहीं पाए
repeat,एक बार और बता दीजिये समझ नहीं पाया मैं
repeat,एक बार दुबारा बताओ क्या बोल रहे थे
repeat,एक बार फिरसे बता सकते?
repeat,मैं ध्यान नहीं दे रहा था फिर से बताओ
repeat,कुछ नहीं सुना फिर बोलो
repeat,देखो मैं समझ नहीं पाया इसलिए फिर से बताओ एक बार
repeat,क्या आप फिर से बोल सकते हैं? मैं समझ नहीं पाया
repeat,आपने जो कहा उसे दोहराएं। मुझे एक भी बात समझ नहीं आई
repeat,फिर से कहो। आपकी आवाज़ स्पष्ट नहीं थी इसलिए समझ नहीं पाई
repeat,"इससे पहले आपने जो कहा, मैंने नहीं सुना। कृपया दोहराये"
repeat,नहीं समझ पाया. एक बार दोहरा दीजिये
repeat,फिर से बताएं जो बोला आपने
repeat,अभी आपने जो कहा उसे दोहराएं। मैं समझ नहीं पाया
repeat,मैं यह समझने में नाकाम रहा कि आपने क्या कहा। दोहराएँ।
repeat,आपको वही दोहराना होगा जो आपने कहा था क्योंकि मुझे समझ नहीं आया कि आपने क्या कहा
repeat,एक बार फिर बोल दो कुछ नहीं समझ पाये हम
repeat,मुझे समझ नहीं आया। कृपया दोहराएँ
repeat,मैं समझ नहीं पा रहा की आप क्या कह रहे हैं। कृपया दोहराये
repeat,कृपया एक बार और कहें ताकि मैं समझ सकूं
repeat,आपने जो समझाया उसे दोहराएं। मैं समझने में असफल रहा
repeat,मैं समझ नहीं पाई दोबारा बता दीजिए
repeat,नहीं समझ आ रहा है फिर से बताओ
repeat,समझ नहीं आया कतई फिर से बोलो
repeat,मैं नहीं समझ पायी क्या बोला तुमने रिपीट 
repeat,रिपीट करो क्यूंकि नहीं समझ आया है क्या बोलै
repeat,पता नहीं क्या बोल रहे हो रिपीट 
repeat,रिपीट कर दो मैंने सुना नहीं
repeat,समझ नहीं पाये बता दो दुबारा से
repeat,"जैसा कि मुझे समझ नहीं आया, आपको इसे दोहराना होगा"
repeat,क्या आप इसे दोहरा सकते हैं जैसा कि मुझे समझ नहीं आया
ask_human_handoff,मैं कस्टमर केयर से बात करना चाहूंगा।
ask_human_handoff,मैं आपके एजेंट से बात करना चाहता हूं
ask_human_handoff,किसी इंसान से कनेक्ट करो
ask_human_handoff,कोई एजेंट है जिससे बात कर सकेंगे
ask_human_handoff,बहुत दिमाग हो तुमको यह जेंट से बात करा दो
ask_human_handoff,अभी एकदम टाइम नहीं है कोई एजेंट है जिससे जल्दी से बात हो पाए
ask_human_handoff,कनेक्ट करो एजेंट से
ask_human_handoff,एजेंट से बात करो
ask_human_handoff,नहीं हमको एजेंट से बात करनी है
ask_human_handoff,किसी व्यक्ति से बात करो
ask_human_handoff,कोई भी जेंट्स फ्री नहीं है क्या
ask_human_handoff,कोई एजेंट फ्री है
ask_human_handoff,एजेंट अगर फ्री है तो फिर कॉल फॉरवर्ड कर दो
ask_human_handoff,मुझे इंसान से बात करनी है
ask_human_handoff,मुझे कस्टमर केयर से बात करनी है
ask_human_handoff,कस्टमर एजेंट से बात करो
ask_human_handoff,कस्टमर केयर को कॉल करो
ask_human_handoff,मैं कस्टमर केयर से बात करना चाहूंगा
ask_human_handoff,क्या आप इस कॉल को किसी भी एजेंट को पास कर सकते हैं?
ask_human_handoff,कस्टमर केयर पर बात करना ज्यादा सही रहेगा
ask_human_handoff,मुझे किसी एजेंट से बात करवा दो तुम
ask_human_handoff,किसी और से बात करवाओ
ask_human_handoff,किसी एजेंट से बात हो सकती है क्या?
ask_human_handoff,मैं एजेंट से बात करना पसंद करूँगा
ask_human_handoff,मेरे को किसी एजेंट से बात करवा दो
ask_human_handoff,बॉट से बात नहीं करनी है
ask_human_handoff,मैं बॉट से नहीं बल्कि एक एजेंट से बात करूंगा
ask_human_handoff,मुझे लगता है कि कस्टमर केयर से कोई बेहतर मदद कर सकता है
inform,१ जनवरी २०२०
inform,१४ जनवरी २०२०
inform,५ जून २०२०
inform,१० अप्रैल २०२०
inform,मार्च २०२०
inform,१७ मई २०२०
inform,११ अक्टूबर २०२०
inform,५ सितंबर २०१९
inform,१२ फरवरी
inform,८ नवंबर
inform,१४ जुलाई २०२०
inform,१६ दिसंबर २०२०
inform,१९ अगस्त २०२० 
inform,नवंबर १०
inform,६ अगस्त २०१५
inform,२१ दिसंबर २०१८
inform,४ बजे 
inform,5 बजे
inform,११ अक्टूबर
inform,१३ अप्रैल २०२०
inform,२ मई 
inform,३ फरवरी २०१५
inform,१६ जनवरी २०२०
inform,१६ अगस्त २०२०
inform,७ फरवरी २०२०
inform,२२ सितंबर २०२०
inform,१२ जुलाई २०२०
inform,२७ जून २०२०
inform,१३ नवंबर २०२०
inform,१२ मई २०२०
inform,१६ जनवरी
inform,१२ जुलाई २०२०
inform,१३ अगस्त २०१८
inform,१४ जुलाई २०१८
inform,१३ अप्रैल २०२०
inform,१६ जुलाई २०२०
inform,२ नवंबर २०२०
inform,६ जुलाई २०२०
inform,१९ मई २०२० 
inform,२० दिसंबर २०२० 
inform,२१ फरवरी २०२०
inform,२२ अक्टूबर २०२०
inform,१३ नवंबर २०२०
inform,१४ जून २०२०
inform,२० सितंबर २०२०
inform,१४ दिसंबर २०२०
inform,७ अप्रैल २०२०
inform,१३ जनवरी २०२०
inform,४ अप्रैल २०२०
inform,२७ मई २०२०
inform,3:00
inform,कल दोपहर 2 बजे
inform,सोमवार शाम को 5 बजे
inform,26 फेब 7 बजे
inform,सुबह 7 बजे मंगलवार को
inform,मंगलवार शाम 7 बजे
inform,कल शाम 4 बजे
inform,कल के बाद वाले दिन में दोपहर 3 बजे
inform,सुबह 10 बजे
inform,परसों शाम 4 बजे
inform,बीते हुए कल में दोपहर करीब 3 बजे
inform,कल रात 8 बजे
inform,अगले हफ्ते शाम 6 बजे
inform,आज दोपहर 3 बजे
inform,4 बजे शाम को
inform,8 बजे शाम को
inform,6 बजे सुबह
inform,शाम 6.30 बजे
inform,कल शाम 5:30 बजे
inform,28 मार्च शाम 4:30 बजे
inform,1 मार्च सुबह 5 बजे
inform,अगले बुधवार रात 8 बजे
inform,रात्रि 9:30 बजे
inform,रात्रि 8:45 बजे
inform,रविवार दोपहर 3 बजे 
inform,4 अगस्त को सुबह 8 बजे
inform,दोपहर में 1 बजे 12 अप्रैल को
inform,21 मार्च शाम 7 बजे
inform,अगले रविवार शाम 8 बजे
inform,आज दोपहर 1:30 बजे
humiliate,तुम बिलकुल पागल हो 
humiliate,चुप रहो बेवकूफ 
humiliate,अपने बॉस से बात करना सीखो पहले 
humiliate,फालतू की बात मत करो 
humiliate,"पिए हो क्या, ऐसे जवाब क्यों दे रहे हो?"
humiliate,क्या तुम ब्लब्बर कर रहे हो
humiliate,तुम्हारे पास कोई सेंस नहीं है
humiliate,पता नहीं किसने तुम जैसे बेवकूफ को बनाया
humiliate,तुम इतनी सस्ती कंपनी हो
humiliate,बेकार हो तुम
humiliate,तुम भी किसी काम के नहीं हो
humiliate,मैंने आज किसका चेहरा देखा कि मुझे तुमसे बात करनी पड़ी
humiliate,मेरे साथ बकवास बंद करो
humiliate,क्या आप अभी शटअप करेंगे
humiliate,भाड़ में जाओ
humiliate,मैं अब आपकी बकवास बर्दाश्त नहीं कर सकता
humiliate,मेरे दिमाग के साथ खिलवाड़ मत करो
humiliate,तुम ऐसे मूर्ख हो
humiliate,तुम्हारे शब्द बकवास हैं
humiliate,तुम बहुत बकवास बात करते हो
humiliate,तुम पूरी तरह से बेकार हो
humiliate,लगता है जैसे आपके पास दिमाग नहीं है
humiliate,चुप रहो!
humiliate,आप एक बेवकूफ की तरह हो 
humiliate,तुम बहुत बकवास बात करते हो
humiliate,क्या तुम पागल हो?
humiliate,तुम मुझे सिरदर्द दे रहे हो
humiliate,तुम कितने मूर्ख हो
humiliate,तुम अभी बकवास बोल रहे हो
humiliate,तुम बहुत मूर्ख हो
humiliate,मुझे लेक्चर देना बंद करो
humiliate,तुम इतने बड़े बुद्धू हो
humiliate,आपके पास बुद्धि की कमी है
humiliate,लानत है तुम पर
humiliate,तेरी ऐसी की तैसी
humiliate,अपनी बकबक बंद करो
humiliate,काश मैं तुम्हें चेहरे पर मुक्का मार पाता
humiliate,अब इस बकवास को बंद करो
humiliate,बेकार हो
humiliate,तुम एक नासमझ बॉट हो
humiliate,हमारा 3 साल का बच्चा तुम से जल्दी समझ जाता है
humiliate,आप बेवकूफ है क्या?
humiliate,तुम अच्छे नहीं हो
humiliate,आप बिल्कुल बकवास हैं
humiliate,कोई कितना बेवकूफ हो सकता है
humiliate,आप मुझे निराश कर रहे हैं
humiliate,तुम एक बेवकूफ हो
humiliate,आप बेवकूफ हो
humiliate,तुम किसी भी चीज़ में अच्छे नहीं हो
humiliate,पूर्ण अपमान तुम हो
humiliate,तुम्हारा लेक्चर नहीं चाहिए मुझे
humiliate,निराशा हो तुम 
humiliate,तुम इतने बेवकूफ क्यो हो
humiliate,तुम इतने मूर्ख कैसे हो सकते हो
humiliate,तुम बिल्कुल बेकार हो
humiliate,आप बकवास कर रहे हैं
humiliate,आपको चुप रहने की आवश्यकता है
humiliate,आप चुप रह सकते हैं
humiliate,बेहतर है कि आप चुप रहें
humiliate,काश मैं तुम्हें थप्पड़ मार सकता
humiliate,कोण लोग हैं जिन्होंने तुम जैसी बेकार चीज़ को रखा है
humiliate,तुम्हारा कुछ नहीं हो सकता
humiliate,मैं ये सब बकवास नहीं सुनता तो चुप रहो
humiliate,जाओ गेट लॉस्ट
humiliate,आपको चुप रहने की जरूरत है
humiliate,"धिक्कार है, तुम सचमुच मूर्ख हो"
humiliate,क्या तुम हमेशा से ऐसे ही बेवकूफ हो
humiliate,तुम पागल हो जो सोच रहे हो की मैं ऐसा करूँगा
humiliate,तुम पागल हो
humiliate,तुम मुझसे फालतू मजाक कर रहे हो?
humiliate,तुम समय और पैसे की बर्बादी हो बिलकुल
humiliate,चुप करो
humiliate,तुम कुछ नहीं जानते
humiliate,इस तरह के मूर्ख
humiliate,क्या आप नरक जा सकते हैं या आपको कुछ मदद की ज़रूरत है?
humiliate,बकवास! तुम मुर्ख हो
humiliate,तुम हरामी हो
humiliate,बहुत मुश्किल है तुम्हरा
humiliate,दुष्ट हो तुम
humiliate,"बकवास, बेवकूफ!"
humiliate, मर सकते हो?
humiliate,तुम बदसूरत हो
humiliate,फक यू
humiliate,बकवास बंद करो
humiliate,"भाड़ में जाओ, तुम किसी काम के नहीं हो"
humiliate,चुप कर सकते हो?
humiliate,तुम बिल्कुल बेकार हो
humiliate,कोई इतना बेकार भी कैसे हो सकता है
humiliate,तुम भी क्या जानते हो? तुम किसी भी काम के नहीं हो
humiliate,तुम चुभते हो सबको
humiliate,तुम भोले बेवकूफ हैं
humiliate,आप एक बेवकूफ हैं
humiliate,यह बकवास है
humiliate,आपके पास हिम्मत नहीं है
humiliate,आपके पास शून्य हिम्मत है
humiliate,तुम एक मूर्ख हो
humiliate,भाड़ में जा
humiliate,कैसे बकवास हो तुम
humiliate,आप एक डमी हैं
humiliate,क्या बकवास है!
humiliate,सब बेकार कर दिए तुम
humiliate,गधे मत बनो
humiliate,जाओ भाड़ में जाओ
greet,कैसे है आप
greet,हेलो
greet,आपका दिन कैैसा रहा
greet,यो
greet,हाय 
greet,हे यार
greet,होला
greet,"हाय, आपका दिन कैसा रहा?"
greet,हैलो दोस्त!
greet,कैसे!
greet,हाय क्या हो रहा है?
greet,हेलो
greet,यो! क्या हो रहा है?
greet,अरे! कैसा चल रहा है?
greet,शुभ प्रभात
greet,आप कैसे हैं
greet,हैलो दोस्त! तुम्हारे लिए सुबह अत्यंत शुभ हो.
greet,हेलो
greet,हेलो कैसे हो
greet,नमस्कार
greet,अच्छा दिन! कैसा चल रहा है?
greet,कैसा चल रहा है
greet,नमस्ते! शुभ प्रभात.
greet,आप कैसे हो?
greet,क्या हाल है भाई?
greet,हाईई
greet,तुम्हारे साथ क्या हो रहा है फेल?
greet,तुम कैसे हो
greet,हाय
greet,और बता
greet,क्या हो रहा है ?
greet,क्या हाल है भाई?
greet,हाय सारथी
greet,नमस्ते मेरे दोस्त
greet,आज आप कैसे हैं?
greet,अरे! कैसे हो?
greet,तुम्हारा दिन कैसा चल रहा है
greet,हैलो आप कैसे कर रहे हैं
greet,आप कैसे हो?
greet,नमस्कार !
greet,नमस्ते! शुभ प्रभात.
greet,यह अच्छा है
greet,तुम्हारा दिन कैसा जा रहा है?
greet,और बताओ
greet,सब कैसे चल रहा हैं
greet,क्या हो रहा है ?
greet,कैसे हैं आप?
greet,आप वहाँ हैं
greet,क्या हो रहा है
greet,अरे यार क्या हाल है?
greet,हाय सारथी
greet,अरे! कैसा चल रहा है?
greet,हैलो दोस्त!
greet,"हे, कैसे हो?"
greet,हैलो दोस्त
greet,यो! क्या हो रहा है?
greet,नमस्ते दोस्त
greet,तुम्हारा दिन कैसा चल रहा है
greet,क्या हो रहा है
greet,आपका दिन कैसा बीता?
greet,आप आज कैसे हैं?
greet,अच्छा दिन! कैसा चल रहा है?
greet,हैलो दोस्त
greet,यो! क्या हो रहा है?
greet,तुम कैसे हो
greet,शुभ प्रभात
greet,नमस्ते आप कैसे हैं
greet,सब कैसा चल रहा है?
greet,तुम कैसे हो
greet,नमस्ते आप कैसे हैं
greet,तुम कैसे हो
greet,क्या चल रहा है
greet,अरे आप कैसे हैं
greet,सब कैसे चल रहा हैं
greet,यह अच्छा है
greet,नमस्ते दोस्त
greet,कैसे हैं आप?
greet,आप कैसे हो?
greet,हाय सुप्रभात
greet,आपका दिन कैैसा रहा
greet,नमस्कार
greet,हाय दोस्त
greet,हेलो दोस्त
greet,अच्छा दोपहर!
greet,अरे दोस्त
greet,आपका दिन कैसा बीता
greet,"हाय, आपका दिन कैसा रहा?"
greet,हैलो आप कैसे कर रहे हैं
greet,बोनजोर
greet,तुम्हारे साथ क्या हो रहा है फेल?
greet,हैलो दोस्त!
greet,क्या आप ठीक हैं?
greet,यो! क्या हो रहा है?
greet,क्या हाल है
greet,हैलो दोस्त! आप कैसे हैं?
greet,नया क्या है?
greet,क्या हो रहा है
greet,सुसंध्या
greet,नमस्कार !
greet,कैसा चल रहा है
greet,अस्सलाम वालेकुम
greet,कैसी हो जानेमन
greet,और बताओ क्या हालचाल है
greet,अरे ठीक है और बताओ क्या चल रहा है
inform_next_availability,मैं शाम में ४ बजे तक बात कर सकता हूँ
inform_next_availability,कल सुबह १0 बजे कॉल करिए
inform_next_availability,आप दिन में एक बजे बात करियेगा
inform_next_availability,परसो ३ बजे कॉल करना
inform_next_availability,एक काम करो ३ तारीख को बात करते
inform_next_availability,कल बात हो सकती ५ बजे के आस पास
inform_next_availability,तीन बजे कल करियेगा फ़ोन
inform_next_availability,आप १२ बजे से पहले मिलाओगे कॉल तो हो जाएगी बात
inform_next_availability,६ बजे कॉल करना
inform_next_availability,३ तारिख को ४ बजे से पहले बता देना जैसा हो
inform_next_availability,मंगलवार शाम ६ बजे बता देना कॉल करके याद से
inform_next_availability,आप मुझे कल सुबह ११ बजे फोन कर सकते हैं
inform_next_availability,आप १ बजे तक मिलाएगा कॉल बात हो जायेगी
inform_next_availability,हाँ शाम में ५ बजे फ्री रहेंगे हम तब बता सकते आप कॉल करके
inform_next_availability,१६ तारिख को फ्री रहेंगे हम
inform_next_availability,कल शाम ७ बजे से पहले बता दीजियेगा
inform_next_availability,कल सुबह करना कॉल १0 बजे से पहले मगर
inform_next_availability,मैं ८ बजे तक फ्री हो जाऊंगा सोमवार को तब कर सकते ये बात
inform_next_availability,मैं शुक्रवार बिजी नहीं रहूँगा तो आप ७ बजे फ़ोन कर लीजिएगा
inform_next_availability,हम कल फ्री है ७ बजे तक
inform_next_availability,कल सुबह १२ बजे आपसे बात करेंगे
inform_next_availability,१९ तारीख के लिए कॉल को शेड्यूल करें
inform_next_availability,सोमवार को दोपहर 12 बजे के करीब फोन करें
inform_next_availability,तीन बजे के बाद किसी भी समय कॉल करियेगा
inform_next_availability,आप कल या परसों में कर लेना कॉल पर ११ बजे से पहले
inform_next_availability,मैं कल सुबह फ्री हूँ तो आप फ़ोन कर सकते
inform_next_availability,मैं दो दिन बाद 2 तारिख को वापस आ रहा हूँ तब आप आराम से बता दीजिएगा इसके बारे में
inform_next_availability,ये कॉल आप २१ तर्रीख को सोमवार सुबह के लिए करवा दो
inform_next_availability,मैं दिन में खाली हूँ तब कॉल करके समझा दीजियेगा
inform_next_availability,आप २५ तारिख को नेक्स्ट कॉल रख लो
inform_next_availability,दिन में 1 बजे तक करना कॉल
inform_next_availability,आप सुबह ही कॉल करना तब बात हो जायेगी
inform_next_availability,तुम अगले हफ्ते किसी दिन करो फ़ोन
inform_next_availability,फ्राइडे-सैटरडे में कॉल करो
inform_next_availability,मैं संडे फ्री रहूँगा तब करना फोन
inform_next_availability,नेक्स्ट संडे कॉल करो मुझे
inform_next_availability,कल कॉल करना
inform_next_availability,तुम मंडे को एक बार ट्राई कर लेना
inform_next_availability,नेक्स्ट मंडे बात करना
inform_next_availability,मुझे शाम को कल कर लेना कॉल तब फ्री रहूँगी
bot_unable_to_understand,में तुम्हे समझ नहीं पा रही हूँ 
bot_unable_to_understand,भाई में तुमको पूछ क्या रहा हूँ तुम बता क्या रहे हो 
bot_unable_to_understand,मतलब अभी भी तुम समझ नहीं पा रहे हो 
bot_unable_to_understand,क्या दिक्कत हो रही है तुम्हे
bot_unable_to_understand,"तू निकल बे ,कितना बार तुमको समजाना पड़ेगा "
bot_unable_to_understand,"तुम हमारे यहाँ के नहीं लगते ,कैसे बात कर रहे हो "
bot_unable_to_understand, तुम्हारे बस की नहीं है लगता है 
bot_unable_to_understand,तुम बात करने के काबिल नहीं हो लगता है 
bot_unable_to_understand,पहले मेरी बात समझो फिर जवाब देना
bot_unable_to_understand,अबे एक ही बात बार बार क्यों दोहरा रहे हो 
bot_unable_to_understand,तुम्हारी एक्यूरेसी लेवल बहोत निचे है भाई  
bot_unable_to_understand,तुमने हिंदी भाषा का प्रयोग पहले कभी किया है क्या 
bot_unable_to_understand,"मै तुमसे वही पूछ रहा हु, तुम मुझे फिरसे क्यों बता रहे हो फिर?"
bot_unable_to_understand,तुम हमरे ज्ञान के स्तर पर नहीं हो 
bot_unable_to_understand,क्या तुम हमसे ही बात कर रहे हो 
bot_unable_to_understand,"लगता है तुम सिर्फ हिंदी बोल सकते हो, तुम नहीं समज पाओगे "
bot_unable_to_understand,मेरी बात मनो तुम्हे तुरंत ही ट्रीटमेंट की जरुरत है 
bot_unable_to_understand,बॉट क्या तुम मेरा मजाक उड़ा रहे हो?
bot_unable_to_understand,तुम्हे इस ऐप की जरुरत नहीं है 
bot_unable_to_understand,क्या तुमने यहाँ के लोगो को मदद की है 
bot_unable_to_understand,तुम मदद नहीं कर पा रहे 
bot_unable_to_understand,तुम्हे एक बार समज में नहीं आता 
bot_unable_to_understand,अरे भाई तुम इतनी छोटीसी चीज क्यों नहीं समज सकते 
bot_unable_to_understand,"अगर तुम इतने सीधे सवाल का जवाब नहीं दे सकते, तो बाकीके लोग तुम्हे कैसे हैंडल करेंगे?"
bot_unable_to_understand,"हे मै पहले वाले के बारे में बात नहीं कर रहा हु, तुम नहीं समझे "
bot_unable_to_understand,"सुनो, तुम बिलकुल भी नहीं समज पा रहे हो "
bot_unable_to_understand,क्या तुम्हे मेरे सवाल का जवाब पता भी है 
bot_unable_to_understand,"तुमसे बात नहीं करनी है मुझे, तुमसे बात करना मतलब दिवार पर मारना "
bot_unable_to_understand,नहीं तुम नहीं समझते 
bot_unable_to_understand,मै क्या बोल रहा हु और तुम क्या समज रहे हो 
bot_unable_to_understand,"हे, तुम क्या बोल रहे हो, इसका कोई मतलब नहीं बनता "
bot_unable_to_understand,तुम नहीं समजते यार 
bot_unable_to_understand,तुम्हे समज नहीं आता 
bot_unable_to_understand,"भाई, तुम नहीं समज पाओगे "
bot_unable_to_understand,तुम्हारे पल्ले पड़ा नहीं 
bot_unable_to_understand,तुम गलत समज रहे हो 
bot_unable_to_understand,नहीं नहीं मेरा यह मतलब नहीं था 
bot_unable_to_understand,"हे भाई, मैंने यह थोड़ा अलग कहाँ "
bot_unable_to_understand,नहीं मेरा मतलब बोलने का नहीं था 
bot_unable_to_understand,"नहीं भाई, तुम गलत हो "
bot_unable_to_understand,आरे भाई मै क्या बोल रहा हु और तुम क्या समज रहे हो 
bot_unable_to_understand,तुम्हारी समज में नहीं आता 
bot_unable_to_understand,"तुम नहीं समज पाओगे, तुम्हे ग़लतफहमी है "
bot_unable_to_understand,मै जो बोलै तुम उसका उल्टा समझे 
bot_unable_to_understand,तुम मुझे समज नहीं पाए 
bot_unable_to_understand,तुम्हे समज नहीं आता भाई 
bot_unable_to_understand,तुम्हे क्या गलत समझा है 
bot_unable_to_understand,"इतनी बार शेयर किया, फिरभी तुम नहीं समजे "
bot_unable_to_understand,"तुम्हे क्या होगया है, तुम कुछ नहीं समज सकते "
bot_unable_to_understand,"भाई, तुम्हे नहीं पता तुम क्या सोचते हो "
bot_unable_to_understand,नहीं नहीं मेरा मतलब नहीं था 
bot_unable_to_understand,"डूड, तुमने गलत समझा "
bot_unable_to_understand,मुझे नहीं समज आरहा तुम क्या कहना चाह रहे हो 
bot_unable_to_understand,तुम इतना क्या गलत समझे?
bot_unable_to_understand,"भाई, मै कितनी देर से कुछ समझा रहा हु "
bot_unable_to_understand,तुम्हे समझ नहीं आता 
bot_unable_to_understand,"अरे भाई, तुम्हारे पल्ले नहीं पड़ रहा "
bot_unable_to_understand,मेरा यह मतलब नहीं था 
bot_unable_to_understand,नहीं मुझे यह नहीं चाहिए 
bot_unable_to_understand,नहीं तुम नहीं समझ रहे 
bot_unable_to_understand,शुरू से मै तुम्हे क्या बोल रहा हु 
bot_unable_to_understand,क्या तुम्हे कुछ नहीं पता 
bot_unable_to_understand,नहीं मैंने इसके लिए नहीं पूछा था 
bot_unable_to_understand,मैंने यह कब बोला?
bot_unable_to_understand,नहीं मेरा बोलने मतलब नहीं था 
bot_unable_to_understand,तुम इस बार गलत हो 
bot_unable_to_understand,"नहीं भाई, मैंने हाँ कब बोला?"
bot_unable_to_understand,"हे मैन, तुम समज क्यों नहीं रहे?"
bot_unable_to_understand,मै क्या बोलता हु और तुम क्या समजते हो 
bot_unable_to_understand,तुम इतनी देर से क्यों कोशिश कर रहे हो 
bot_unable_to_understand,नहीं भाई मैंने यह नहीं बोलै 
bot_unable_to_understand,नहीं मैडम आप नहीं समज रहे मै क्या बोल रहा हु 
bot_unable_to_understand,नहीं नहीं तुमने इसे गलत समजा 
bot_unable_to_understand,"नहीं, मेरा यह मतलब नहीं था, फिरसे समजने की कोशिश करो "
bot_unable_to_understand,बॉट मेरा इश्यू नहीं समज पा रहा 
bot_unable_to_understand,यह बॉट की समझ से परे है 
bot_unable_to_understand,तुम कुछ नहीं समझते 
bot_unable_to_understand,क्या तुम्हे समझ रहा है मुझे क्या बोलना है 
bot_unable_to_understand,"कुछभी बोल रहे हो, पहले मुझे समझो "
bot_unable_to_understand,तुम्हे कुछ नहीं समझता 
bot_unable_to_understand,तुम क्या बोल रहे हो भाई?
bot_unable_to_understand,कुछ तो कंफ्यूसिंग हो रहा है 
bot_unable_to_understand,तुमने अभी क्या बोला 
bot_unable_to_understand,तुम क्या बोलना चाहते हो समझ नहीं आरहा 
bot_unable_to_understand,पहले समझो 
bot_unable_to_understand,तुम कुछ नहीं समझते 
bot_unable_to_understand,इसका क्या मतलब है?
bot_unable_to_understand,तुम मुझे समझने में फ़ैल होगये 
bot_unable_to_understand,तुम क्या समझ रहे हो 
bot_unable_to_understand,हे तुम्हारा क्या मतलब है भाई 
bot_unable_to_understand,तुम क्या बोल रहे हो भाई 
bot_unable_to_understand,मै कोशिश कर रहा हु पर मुझे नहीं समझ रहा 
bot_unable_to_understand,तुम नहीं समझते बॉट 
bot_unable_to_understand,यह आसान नहीं है मै नहीं समझ सकता 
bot_unable_to_understand,तुम नहीं समझते 
bot_unable_to_understand,यह समझने में मुश्किल है 
bot_unable_to_understand,यह पूरी तरह से नई अंडरस्टैंडिंग है 
bot_unable_to_understand,यह नहीं होगा 
bot_unable_to_understand,"10 बार एक्सप्लेन किया, पर तब भी तुम नहीं समझ रहे "
bot_unable_to_understand,तुम यह समझ नहीं सकते क्या 
bot_unable_to_understand,हे तुम कुछ नहीं समझ सकते बेवकूफ 
bot_unable_to_understand,तुम नहीं समझते 
bot_unable_to_understand,तुमसे बात करके परेशान होगया हु 
bot_unable_to_understand,तुमने गड़बड़ कर दी. तुम्हे कुछ भी समझता है?
bot_unable_to_understand,हे एक बार में समझ नहीं आता क्या 
bot_unable_to_understand,एक बार बोलके तुम समझते नहीं हो 
bot_unable_to_understand,तुम मेरी मदद नहीं कर पा रहे 
bot_unable_to_understand,हम पहले से ही इतने अपसेट है और तुम इतने स्टुपिड हो 
bot_unable_to_understand,हे एक बार बोला हुआ समझ में नहीं आता 
bot_unable_to_understand,"एजेंट, तुम्हे सही चीज करनी है, कुछभी समझ नहीं आता तूम्हे "
bot_unable_to_understand,क्या तुम हिंदी समझ भी सकते हो या नहीं 
bot_unable_to_understand,हे हम इंग्लिश में बात नहीं कर रहे समझो कुछ 
bot_unable_to_understand,"अरे भाई, तुम एक बार में नहीं समझते क्या "
bot_unable_to_understand,नहीं समझ आरहा तुम कैसे बोल रहे हो 
bot_unable_to_understand,हे तुम बोल रहे हो पर अभी भी समझ नहीं आरहा 
bot_unable_to_understand,तुम बार बार क्यों नहीं समझ रहे 
bot_unable_to_understand,वही चीज हर बार समझाओ 
bot_unable_to_understand,कुछ समझाओ 
bot_unable_to_understand,तुम एक भी चीज नहीं कर सकते 
bot_unable_to_understand,तुम समझ गया की तुम नहीं समझ पाओगे 
bot_unable_to_understand,तुम्हे कुछ बताने के लिए कितनी देर लगेगी 
